lat,lon,value
42.4051483,-71.0051393,1050
42.387909,-71.1019121,1075
42.3884205,-71.1034238,1075
42.4053151,-71.0785669,1075
42.3363042,-71.1224796,1075
42.3294709,-71.0939398,1075
42.350367,-71.0892787,1100
42.3524218,-71.1277259,1100
42.3501592,-71.1308953,1100
42.3501592,-71.1308953,1100
42.330528,-71.1030891,1100
42.3908819,-71.0989592,1100
42.34685,-71.134674,1100
42.339473,-71.152268,1100
42.3482793,-71.0675216,1100
42.3401,-71.1523,1100
42.3603188,-71.0669172,1100
42.3751009,-71.0950177,1100
42.3495933,-71.1320364,1100
42.3407934,-71.1268343,1100
42.3001618,-71.1279385,1100
42.3957934,-71.1061754,1100
42.3749717,-71.1480254,1100
42.2989681,-71.0750023,1100
42.3363724,-71.1100916,1100
42.3363724,-71.1100916,1100
42.3319554,-71.1127048,1100
42.3324107,-71.1056177,1100
42.3611913,-71.0687125,1100
42.3822135,-71.0983392,1100
42.403206,-71.0108599,1100
42.365049,-71.068915,1100
42.3523,-71.1341,1100
42.330528,-71.1030891,1100
42.330528,-71.1030891,1100
42.3996287,-71.1011347,1100
42.3473162,-71.1167587,1100
42.3339145,-71.0373598,1100
42.4169371,-71.1125576,1100
42.2830945,-71.028964,1100
42.3592885,-71.0677114,1100
42.352629,-71.133474,1100
42.3868323,-71.0987257,1100
42.27326,-71.032115,1100
42.3552723,-71.062195,1100
42.418719,-71.130257,1100
42.380545,-71.039252,1100
42.3195,-71.0777,1100
42.2987,-71.0829,1100
42.420702,-71.025341,1100
42.3301858,-71.0372561,1100
42.286163,-71.16763,1100
42.4165907,-71.129429,1100
42.3749209,-71.110078,1100
42.4201927,-71.1003194,1100
42.405375,-71.0298824,1100
42.4117501,-71.1131364,1100
42.2684431,-71.1053707,1100
42.2875,-71.0691,1100
42.353588,-71.1301596,1125
42.334192,-71.100887,1125
42.34842,-71.069834,1125
42.3537,-71.1286,1125
42.3484291,-71.0693398,1125
42.3484554,-71.1352989,1125
42.3431381,-71.1171986,1150
42.3486114,-71.1402367,1150
42.3570566,-71.1074777,1150
42.348686,-71.140366,1150
42.3829969,-71.1054452,1150
42.3570566,-71.1074777,1150
42.3257,-71.1119,1150
42.3628775,-71.0563593,1150
42.3628775,-71.0563593,1150
42.299465,-71.064753,1150
42.3379297,-71.1248016,1150
42.3625003,-71.1049979,1150
42.348739,-71.1341658,1150
42.3934857,-71.1328599,1150
42.3935352,-71.0953061,1150
42.4241178,-71.08969,1150
42.3446131,-71.1445515,1150
42.311755,-71.0712942,1150
42.3482581,-71.1538747,1150
42.282181,-71.072399,1150
42.342823,-71.119571,1175
42.3681108,-71.0379649,1175
42.3507,-71.1612,1175
42.3489544,-71.1612986,1175
42.3331891,-71.1096016,1175
42.3592885,-71.0677114,1175
42.3592885,-71.0677114,1175
42.350057,-71.0891084,1200
42.3425979,-71.0654431,1200
42.3413011,-71.0546756,1200
42.3439,-71.147,1200
42.3437,-71.0885,1200
42.345105,-71.074872,1200
42.4105262,-71.1133689,1200
42.3428598,-71.097015,1200
42.3436874,-71.1427731,1200
42.3405146,-71.12779,1200
42.3633453,-71.0538306,1200
42.3436972,-71.0974152,1200
42.383786,-71.1195792,1200
42.3432035,-71.0945633,1200
42.355983,-71.180331,1200
42.3405958,-71.0514742,1200
42.3344576,-71.0757338,1200
42.3443488,-71.094912,1200
42.3908805,-71.1223017,1200
42.3448732,-71.0723733,1200
42.3395959,-71.0910803,1200
42.3497,-71.0913,1200
42.3705,-71.0969,1200
42.3917179,-71.1239433,1200
42.3465658,-71.0904113,1200
42.37163,-71.1150465,1200
42.34148,-71.12442,1200
42.3600502,-71.0856199,1200
42.3600502,-71.0856199,1200
42.375714,-71.084375,1200
42.3930263,-71.0940808,1200
42.2907156,-71.123641,1200
