rent,lon,lat,bedrooms,apt_id
650,-71.086822,42.422419,0,78324202
650,-71.1405702,42.360533,0,78323919
650,-71.1294034,42.2734843,0,78311505
650,-71.0396052,42.3704403,0,78298065
650,-71.0519417,42.3355521,0,78298038
650,-71.102961,42.3890679,0,78298018
650,-71.108976,42.3001675,0,78298012
650,-71.101916,42.331133,0,78297975
650,-71.0540252,42.4293079,0,78297931
650,-71.0558624,42.3210947,0,78285492
650,-71.083983,42.33734,0,78283888
650,-71.1344491,42.339734,0,78281965
650,-71.1344491,42.339734,0,78281964
650,-71.1102078,42.3912247,0,78281916
650,-71.1382736,42.4070951,0,78273929
650,-71.0555257,42.3643688,0,78262209
650,-71.1213677,42.3386402,0,78239232
650,-71.1150038,42.3363019,0,78221812
650,-71.0941146,42.379098,0,78212004
650,-71.1511137,42.292834,0,78211981
650,-71.1251279,42.3977964,0,78200818
650,-71.1050523,42.3648193,0,78189479
650,-71.1050523,42.3648193,0,78189478
650,-71.12968,42.357091,0,78165828
650,-71.1384511,42.4091834,0,78165548
650,-71.0906663,42.379879,0,78145624
650,-71.12636,42.33446,0,78138263
650,-71.1500651,42.2872608,0,78091067
650,-71.124973,42.421731,0,78061394
650,-71.1474476,42.37875,0,78046365
650,-71.122407,42.3256746,0,78045327
650,-71.0669773,42.296879,0,78011579
650,-71.08387,42.3684198,0,77993778
650,-71.08387,42.3684198,0,77993777
650,-71.179849,42.385186,0,77937037
650,-71.1136362,42.3841669,0,77923236
650,-71.068619,42.307415,0,77878641
650,-71.060042,42.29167,0,77836581
650,-71.060042,42.29167,0,77836580
650,-71.1158573,42.295411,0,77797906
650,-71.1381093,42.381244,0,77737284
650,-71.1090249,42.3332429,1,78359416
650,-71.1133173,42.3645187,1,78303407
650,-71.101413,42.344161,1,78298696
650,-71.1372758,42.347249,1,78288165
650,-71.135058,42.352257,1,78283851
650,-71.107507,42.4175635,1,78247752
650,-71.084183,42.33865,1,78117094
650,-71.0899554,42.3696698,1,77672644
650,-71.1249964,42.3520805,2,78304149
650,-71.1438,42.3593,3,78147201
650,-71.139045,42.344616,3,77992576
675,-71.141187,42.3418214,0,78543739
675,-71.141187,42.3418214,0,78543738
675,-71.1287778,42.3549152,0,78528789
675,-71.1079573,42.3902042,0,78506130
675,-71.090868,42.319865,0,78426826
675,-71.1026969,42.3731778,0,78359566
675,-71.0676232,42.4308066,0,78341111
675,-71.0676232,42.4308066,0,78341110
675,-71.151547,42.3741036,0,78324357
675,-71.0989546,42.3291342,0,78298115
675,-71.0951783,42.3676988,0,78297888
675,-71.1389949,42.3530125,0,78297863
675,-71.1271843,42.333713,0,78283890
675,-71.1174954,42.3316489,0,78262152
675,-71.1174954,42.3316489,0,78262151
675,-71.0977553,42.394789,0,78255373
675,-71.154712,42.3934997,0,78247970
675,-71.159014,42.353529,0,78239263
675,-71.1109412,42.4039441,0,78211965
675,-71.1700173,42.3700591,0,78211914
675,-71.1212417,42.3365445,0,78109881
675,-71.1067397,42.356627,0,77923234
675,-71.1116686,42.38913,0,77868151
675,-71.1527297,42.3382395,0,77761547
675,-71.0741,42.4292999,0,77735873
675,-71.1242102,42.4033846,0,77688793
675,-71.13823,42.347588,1,78341026
675,-71.13823,42.347588,1,78341025
675,-71.1471245,42.336824,1,78289618
675,-71.0878466,42.3879928,1,78288170
700,-71.1135539,42.2999411,0,78596133
700,-71.0960639,42.3858904,0,78596089
700,-71.1212182,42.339008,0,78399686
700,-71.1546263,42.3491237,0,78397206
700,-71.1478978,42.41334,0,78369674
700,-71.033416,42.3678603,0,78341038
700,-71.033416,42.3678603,0,78341037
700,-71.0823684,42.381907,0,78324542
700,-71.1638202,42.3075623,0,78324427
700,-71.0928618,42.3683104,0,78324408
700,-71.1633039,42.373793,0,78323863
700,-71.032634,42.391592,0,78311507
700,-71.1286593,42.404,0,78310319
700,-71.1143464,42.3976928,0,78298793
700,-71.133218,42.284419,0,78297979
700,-71.1450219,42.4121625,0,78297897
700,-71.1678923,42.3437856,0,78285513
700,-71.1107773,42.364756,0,78285501
700,-71.102995,42.385284,0,78283883
700,-71.1043045,42.3631343,0,78283879
700,-71.108787,42.311227,0,78281949
700,-71.089541,42.38368,0,78262175
700,-71.089541,42.38368,0,78262174
700,-71.1204796,42.413522,0,78239248
700,-71.1025823,42.3992866,0,78154845
700,-71.0949894,42.4089519,0,78145689
700,-71.1177506,42.394525,0,78133032
700,-71.0874215,42.3719727,0,78109909
700,-71.1543001,42.284045,0,78055670
700,-71.0836237,42.369384,0,78045312
700,-71.1248001,42.3967725,0,78042019
700,-71.1485918,42.4040665,0,78025910
700,-71.1054128,42.3189218,0,77993729
700,-71.1635336,42.2622436,0,77919301
700,-71.0854262,42.368922,0,77824812
700,-71.14571,42.41244,0,77807338
700,-71.1289612,42.2856865,0,77780503
700,-71.100846,42.364469,0,77771933
700,-71.1548867,42.3728593,0,77737226
700,-71.1246854,42.3991593,0,77699299
700,-71.1113613,42.3350903,0,77679088
700,-70.996935,42.407973,0,77663216
700,-71.1412079,42.2785152,0,76447205
700,-71.1120601,42.3319369,1,78554330
700,-71.0949894,42.4089519,1,78528723
700,-71.055518,42.318906,1,78447104
700,-71.1217948,42.4115459,1,78397095
700,-71.1212417,42.3365445,1,78397085
700,-71.1047258,42.3742316,1,78323756
700,-71.156172,42.340812,1,78302018
700,-71.1204796,42.413522,1,78239117
700,-71.122611,42.397993,1,78154780
700,-71.093645,42.349252,1,78084728
700,-71.088481,42.343456,1,78061352
700,-71.081291,42.3530694,1,78056990
700,-71.125717,42.4039795,1,78055635
700,-71.12762,42.403456,1,77947667
700,-71.105261,42.3314329,1,77937021
700,-71.0804638,42.3483137,1,77746415
700,-71.1191239,42.2786224,1,77671123
700,-71.160437,42.348916,2,78109229
700,-71.141007,42.290234,2,77794793
700,-71.094851,42.380543,3,78211773
700,-71.0901719,42.3776691,4,78313079
700,-71.121,42.3422,4,78241260
700,-71.1320364,42.3495933,6,78133012
725,-71.1205466,42.3359674,0,78323923
725,-71.0546574,42.3636421,0,78300719
725,-71.123504,42.397719,0,78297926
725,-71.1385043,42.4027865,0,78297869
725,-71.1680106,42.351066,0,78290039
725,-71.134729,42.3548447,0,78290036
725,-71.1074555,42.3311632,0,78277565
725,-71.094814,42.3501679,0,78246767
725,-71.1358504,42.3619493,0,78113402
725,-71.1024002,42.367368,0,78041057
725,-71.1216714,42.3461052,0,77895767
725,-71.1166145,42.3472838,0,77753846
725,-71.1251387,42.41376,0,77718696
725,-71.1070665,42.3332522,1,78314392
725,-71.0755779,42.335687,1,78247776
725,-71.110709,42.3375285,1,77672637
725,-71.1325927,42.3556349,3,78515948
750,-71.0560452,42.312867,0,78596102
750,-71.1083535,42.3318468,0,78554504
750,-71.1366087,42.3601531,0,78554483
750,-71.1063818,42.384152,0,78528952
750,-71.1063772,42.3782848,0,78528895
750,-71.040592,42.3692603,0,78501397
750,-71.1249468,42.3533625,0,78426855
750,-71.1162014,42.2960536,0,78413146
750,-71.141953,42.3376518,0,78410259
750,-71.118261,42.394492,0,78382681
750,-71.1265239,42.401762,0,78359512
750,-71.162892,42.34542,0,78341064
750,-71.162892,42.34542,0,78341063
750,-71.1137241,42.3357363,0,78324390
750,-71.1297648,42.3610755,0,78324385
750,-71.1116732,42.31954,0,78324374
750,-71.1282594,42.3991953,0,78324295
750,-71.1106972,42.320753,0,78323955
750,-71.089054,42.3842495,0,78323929
750,-71.14606,42.3381,0,78311516
750,-71.1070665,42.3332522,0,78298045
750,-71.110167,42.39607,0,78297983
750,-71.0343259,42.367568,0,78297890
750,-71.1012855,42.365228,0,78288212
750,-71.0860656,42.3851443,0,78287796
750,-71.1314434,42.351154,0,78266047
750,-71.039968,42.3346975,0,78262197
750,-71.039968,42.3346975,0,78262196
750,-71.1350446,42.361798,0,78255349
750,-71.1202126,42.32618,0,78247994
750,-71.0970888,42.3979019,0,78229942
750,-71.07208,42.339894,0,78189428
750,-71.0941706,42.385143,0,78176499
750,-71.152586,42.284334,0,78154897
750,-71.039252,42.380545,0,78138273
750,-71.0879685,42.3734472,0,78133028
750,-71.1295024,42.3485006,0,78126564
750,-71.0967097,42.3632024,0,78113394
750,-71.11739,42.386715,0,78106316
750,-71.1078876,42.3808162,0,78101586
750,-71.1281902,42.3417124,0,78079170
750,-71.119953,42.390992,0,78061423
750,-71.1179493,42.3905668,0,78050700
750,-71.116608,42.389233,0,77993761
750,-71.0866794,42.337074,0,77955865
750,-71.1336441,42.3507461,0,77941766
750,-71.1454935,42.3415694,0,77935236
750,-71.1532229,42.4154102,0,77933450
750,-71.1017536,42.3122825,0,77895820
750,-71.0984941,42.330074,0,77887710
750,-71.163093,42.349041,0,77857758
750,-71.0570013,42.3139539,0,77848813
750,-71.0719721,42.4338009,0,77836660
750,-71.133158,42.35307,0,77824844
750,-71.102094,42.3738975,0,77807328
750,-71.1252367,42.3998474,0,77780497
750,-71.1014592,42.365003,0,77778071
750,-71.124159,42.398518,0,77761573
750,-71.0394092,42.4029719,0,77727611
750,-71.0980043,42.3315607,0,77667748
750,-71.1129275,42.3700984,1,78585656
750,-71.1490268,42.4126801,1,78393601
750,-71.161261,42.3767802,1,78330644
750,-71.1234771,42.401003,1,78323796
750,-71.1358504,42.3619493,1,78323770
750,-71.1462614,42.3461186,1,78314393
750,-71.1252367,42.3998474,1,78297809
750,-71.0817043,42.3406323,1,78221624
750,-71.0989546,42.3291342,1,78221614
750,-71.0556724,42.2825846,1,78095427
750,-71.0534584,42.3412119,1,78050622
750,-71.12636,42.33446,1,78031837
750,-71.1389,42.3463,1,78026746
750,-71.178628,42.379997,2,78041860
750,-71.0958663,42.3729821,2,77887702
750,-71.0817043,42.3406323,3,77948344
750,-71.1412234,42.3457275,4,78281882
775,-71.0929749,42.3686625,0,78566482
775,-71.1404363,42.3424,0,78341076
775,-71.1404363,42.3424,0,78341075
775,-71.1270675,42.4032027,0,78324338
775,-71.117999,42.308805,0,78324219
775,-71.1625826,42.3768115,0,78324138
775,-71.1104152,42.3153795,0,78323920
775,-71.1534226,42.3491063,0,78297923
775,-71.1250815,42.3443224,0,78247953
775,-71.0829756,42.372147,0,78229949
775,-71.0699844,42.3803027,0,78113404
775,-71.12978,42.359564,0,78028753
775,-71.135079,42.354543,0,77993803
775,-71.1303653,42.359285,0,77949091
775,-71.0877221,42.3472466,0,77887706
775,-71.0943545,42.3684065,0,77737268
775,-71.1764912,42.3684168,1,77679027
775,-71.0831,42.3395,4,78062622
800,-71.1171602,42.389798,0,78596069
800,-71.1345379,42.360514,0,78554701
800,-71.121155,42.379593,0,78543557
800,-71.1176379,42.390273,0,78517105
800,-71.138973,42.421041,0,78485878
800,-71.13844,42.3373698,0,78464663
800,-71.0810701,42.4265868,0,78407650
800,-71.1474395,42.3407445,0,78399689
800,-71.1133574,42.3170776,0,78382713
800,-71.093995,42.325655,0,78323990
800,-71.1086984,42.38018,0,78311512
800,-71.1094374,42.3677885,0,78298021
800,-71.1296443,42.4047086,0,78297982
800,-71.1533589,42.33816,0,78297913
800,-71.109323,42.386316,0,78283901
800,-71.0925716,42.3785579,0,78248047
800,-71.166573,42.304129,0,78211938
800,-71.166573,42.304129,0,78211937
800,-71.1271922,42.3454334,0,78200721
800,-71.113106,42.35886,0,78145742
800,-71.1513389,42.3748735,0,78138160
800,-71.083853,42.3816579,0,78109888
800,-71.110808,42.371124,0,78109877
800,-71.1264922,42.357977,0,78106307
800,-71.1386411,42.3468804,0,78091095
800,-71.1386411,42.3468804,0,78091094
800,-71.0971126,42.3318257,0,78084736
800,-71.1004238,42.3843632,0,78055111
800,-71.0847977,42.3716604,0,78041066
800,-71.1267185,42.397953,0,77955881
800,-71.0673779,42.4182789,0,77878482
800,-71.0855385,42.371754,0,77727599
800,-71.0074583,42.2566174,0,77671340
800,-71.089849,42.323962,0,77661513
800,-71.0506377,42.2928057,1,78543520
800,-71.0506377,42.2928057,1,78543519
800,-71.0971126,42.3318257,1,78384346
800,-71.1005902,42.3326793,1,78349887
800,-71.1489208,42.3494446,1,78323686
800,-71.1005091,42.3298462,1,78312940
800,-71.095996,42.34434,1,78297829
800,-71.1154223,42.387929,1,78297800
800,-71.1056177,42.3324107,1,78281889
800,-71.1303465,42.405231,1,78255265
800,-71.0570568,42.3295353,1,78165409
800,-71.138973,42.421041,1,78128268
800,-71.036197,42.36894,1,78000761
800,-71.0981525,42.3367912,1,77955853
800,-71.1458002,42.3420818,1,77807268
800,-71.1076872,42.3316001,1,77802442
800,-71.1583665,42.2600819,1,77772995
800,-71.1161524,42.3862007,1,77746707
800,-71.1136812,42.3655814,2,78211778
800,-71.1104152,42.3153795,2,78119934
800,-71.0894537,42.3456105,2,77727535
800,-71.0894537,42.3456105,2,77727534
825,-71.1486791,42.3395592,0,78554442
825,-71.111638,42.391868,0,78543752
825,-71.1058937,42.3311888,0,78514177
825,-71.1068911,42.3046488,0,78434729
825,-71.1113067,42.387466,0,78369620
825,-71.134523,42.419777,0,78324038
825,-71.129429,42.4165907,0,78323935
825,-71.1425682,42.326358,0,78297894
825,-71.0995088,42.3323095,0,78229970
825,-71.1129233,42.3851543,0,78165554
825,-71.1106189,42.388432,0,78072837
825,-71.126808,42.402407,0,78045311
825,-71.173838,42.351559,0,77878623
825,-71.1332284,42.4038031,0,77807316
825,-71.1788868,42.3713492,0,77801804
825,-71.0557453,42.4134658,1,78527604
825,-71.1106189,42.388432,3,77936662
850,-71.1040626,42.378839,0,78575604
850,-71.1162031,42.393852,0,78543874
850,-71.1162031,42.393852,0,78543873
850,-71.1333301,42.3330412,0,78528982
850,-71.1333301,42.3330412,0,78528981
850,-71.103423,42.382436,0,78324497
850,-71.1604259,42.3703467,0,78314397
850,-71.1760088,42.3684769,0,78313098
850,-71.0981125,42.3733975,0,78308540
850,-71.1162375,42.3815734,0,78277093
850,-71.0628415,42.2927778,0,78255377
850,-71.1119532,42.3928214,0,78255322
850,-71.0521182,42.3636864,0,78130090
850,-71.05389,42.336247,0,78106310
850,-71.1288671,42.360346,0,78072846
850,-71.1020031,42.3295779,0,77878636
850,-71.114116,42.314638,0,77771944
850,-71.0813559,42.3409567,0,77666891
850,-71.124511,42.3588669,0,77661517
850,-71.0894537,42.3456105,1,78554343
850,-71.1283568,42.3526098,1,78341012
850,-71.1283568,42.3526098,1,78341011
850,-71.1358075,42.337976,1,78255291
850,-71.1161798,42.340788,1,78255274
850,-71.0647163,42.4188475,1,78255255
850,-71.138509,42.292332,1,78221584
850,-71.030624,42.407289,1,77797770
850,-71.1057845,42.3648865,2,78368087
850,-71.1207154,42.3900028,2,78349868
875,-71.1739449,42.3373875,0,78528771
875,-71.133097,42.421254,0,78513258
875,-71.1521147,42.3383677,0,78506182
875,-71.1238789,42.3788299,0,78313095
875,-71.1359,42.4183,0,78304410
875,-71.109631,42.387794,0,78300731
875,-71.081331,42.371927,0,78279641
875,-71.1753641,42.3372311,0,78154807
875,-71.1753641,42.3372311,0,78154806
875,-71.0737836,42.3428248,0,78046093
875,-71.1352938,42.34725,0,75984937
875,-71.155298,42.350592,1,78339895
875,-71.1539732,42.3398808,1,78323714
875,-71.0978935,42.3319008,1,78314388
875,-71.1019284,42.3634144,1,78262086
875,-71.0743382,42.4272851,1,77666858
875,-71.0883227,42.3429325,1,76702599
900,-71.056732,42.319083,0,78596138
900,-71.0926661,42.3845768,0,78554455
900,-71.116688,42.3985746,0,78528901
900,-71.1283568,42.3526098,0,78426816
900,-71.0930505,42.3923524,0,78331045
900,-71.101311,42.36725,0,78324637
900,-71.1087339,42.3612613,0,78324613
900,-71.1118681,42.3695661,0,78324515
900,-71.039891,42.370101,0,78324349
900,-71.040227,42.369692,0,78298062
900,-71.1052132,42.3135593,0,78297902
900,-71.1146601,42.32439,0,78297880
900,-71.130726,42.2877988,0,78290043
900,-71.1105326,42.3327793,0,78276638
900,-71.1467904,42.3402828,0,78255353
900,-71.1468257,42.341364,0,78200812
900,-71.1194708,42.388167,0,78097033
900,-71.0686299,42.3595298,0,78095452
900,-71.0825809,42.3505218,0,78061409
900,-71.043949,42.319002,0,77985989
900,-71.1198118,42.345166,0,77972271
900,-70.9850308,42.4014091,0,77937036
900,-71.123592,42.278065,0,77895795
900,-71.1211436,42.3392016,0,77857753
900,-71.0400397,42.3171283,0,77788378
900,-71.0978896,42.3898271,0,77718667
900,-71.089941,42.343499,0,77667733
900,-71.0865825,42.3426342,1,78285483
900,-71.0908298,42.3440614,1,78277551
900,-71.0262741,42.3998693,1,78247574
900,-71.0970888,42.3979019,1,78229869
900,-71.0970888,42.3979019,1,78229868
900,-71.1166145,42.3472838,1,78145509
900,-71.1166145,42.3472838,1,78145508
900,-71.0479315,42.4038712,1,78106173
900,-71.1202359,42.3777306,1,78006781
900,-71.1160691,42.3642966,1,77878507
900,-71.0273,42.4193,1,75909007
900,-71.081455,42.349628,2,75957512
925,-71.0978579,42.3670032,0,78514163
925,-71.012565,42.402935,0,78394010
925,-71.1700944,42.420486,0,78380675
925,-71.072453,42.3554704,0,78306589
925,-71.160409,42.416788,0,77678132
